Year,Month,Day,Hour,Minute,Car Data,Temperature [C],Pressure [hPa],Humidity [%],Wind Speed [km/h],Wind Direction [deg],Cloud Cover [%],Precipitation Type,Precipitation Amount [cm],CO2 ppm,Std dev CO2,No. CO2 Measurements
2017,11,27,11,0,7347.0,5.83,1013,52,20.376,260,75,None,0,423.111,2.7087,2160
2017,11,27,12,0,7304.0,6.92,1013,49,25.92,280,75,None,0,423.035,3.25605,2004
2017,11,27,13,0,7716.0,6.45,1013,49,24.084000000000003,270,75,None,0,421.915,2.95679,2156
2017,11,27,14,0,9143.0,7.42,1013,45,22.212,290,75,None,0,419.648,3.12604,2146
2017,11,27,15,0,10027.0,7.26,1013,39,25.92,300,75,None,0,420.003,3.75425,2160
2017,11,27,16,0,10518.0,7.35,1014,34,25.92,280,40,None,0,423.575,3.54726,2151
2017,11,27,17,0,11068.0,6.04,1016,42,18.503999999999998,340,40,None,0,428.582,3.79837,2160
2017,11,27,18,0,9049.0,5.02,1017,45,24.084000000000003,330,40,None,0,432.132,3.51296,2150
2017,11,27,19,0,6858.0,3.79,1019,44,24.084000000000003,330,40,None,0,426.985,3.34669,2159
2017,11,27,20,0,5049.0,2.74,1021,48,20.376,340,20,None,0,428.564,2.33593,2011
2017,11,27,21,0,3756.0,1.66,1022,55,14.832,340,1,None,0,426.53,2.31849,2161
2017,11,27,22,0,3319.0,0.17,1023,59,16.668,360,1,None,0,423.907,3.16731,2158
2017,11,27,23,0,1850.0,-0.57,1024,54,20.376,340,1,None,0,420.529,2.13869,2161
2017,11,28,0,0,1185.0,-1.42,1025,50,16.668,340,1,None,0,420.424,2.83256,2162
2017,11,28,1,0,686.0,-2.27,1026,54,18.503999999999998,320,1,None,0,422.638,1.43564,2161
2017,11,28,2,0,494.0,-2.77,1027,54,20.376,320,1,None,0,423.859,1.55259,2162
2017,11,28,3,0,601.0,-3.55,1028,54,16.668,340,1,None,0,421.727,1.76586,2162
2017,11,28,4,0,1678.0,-3.84,1029,54,12.96,340,1,None,0,425.19,2.29187,2010
2017,11,28,5,0,4749.0,-4.06,1030,54,16.668,340,1,None,0,425.328,2.64054,2161
2017,11,28,6,0,8681.0,-4.59,1030,58,12.96,350,1,None,0,430.434,4.81196,2160
2017,11,28,7,0,12183.0,-4.9,1031,63,7.416,340,1,None,0,441.665,4.07884,2153
2017,11,28,8,0,12037.0,-5.62,1032,58,12.96,350,20,None,0,446.658,2.56346,2161
2017,11,28,9,0,10150.0,-3.34,1032,54,5.5440000000000005,0,20,None,0,454.227,5.04669,2159
2017,11,28,10,0,8406.0,-2.19,1032,46,3.7800000000000002,106,20,None,0,443.659,5.09477,2159
2017,11,28,11,0,7664.0,-1.02,1032,54,7.416,170,20,None,0,434.288,4.47496,2157
2017,11,28,12,0,7546.0,0.97,1031,55,9.251999999999999,180,20,None,0,428.31,4.76261,2011
2017,11,28,13,0,8023.0,2.56,1030,51,7.416,140,20,None,0,426.218,4.24545,2158
2017,11,28,14,0,9268.0,3.89,1029,48,14.832,180,40,None,0,427.135,3.90374,2154
2017,11,28,15,0,10053.0,4.43,1028,41,14.832,180,20,None,0,428.444,4.36287,2158
2017,11,28,16,0,9643.0,4.86,1028,38,18.503999999999998,200,20,None,0,436.448,5.0532,2159
2017,11,28,17,0,10317.0,3.87,1028,41,25.92,200,20,None,0,444.092,5.00424,2157
2017,11,28,18,0,10098.0,2.83,1027,56,20.52,200,20,None,0,438.365,4.88088,2139
2017,11,28,19,0,7511.0,2.84,1027,65,20.376,200,1,None,0,442.245,4.41222,2157
2017,11,28,20,0,5616.0,2.61,1027,70,12.96,210,20,None,0,446.188,5.03468,2007
2017,11,28,21,0,4735.0,3.26,1026,75,14.832,190,75,None,0,434.327,4.05938,2155
2017,11,28,22,0,3202.0,4.46,1025,81,18.503999999999998,190,75,None,0,433.431,3.13693,2157
2017,11,28,23,0,1960.0,5.55,1024,81,14.832,170,75,None,0,425.509,4.29194,2157
2017,11,29,0,0,1039.0,7.33,1022,81,25.92,200,20,None,0,425.044,1.83365,2155
2017,11,29,1,0,514.0,8.11,1021,87,22.212,210,75,None,0,422.356,1.26157,2154
2017,11,29,2,0,399.0,8.98,1020,87,27.791999999999998,210,75,None,0,420.667,0.76216,2152
2017,11,29,3,0,511.0,9.64,1019,93,33.336,210,40,None,0,420.784,0.963666,2153
2017,11,29,4,0,1384.0,9.95,1018,87,27.791999999999998,220,20,None,0,421.598,1.59478,2002
2017,11,29,5,0,4284.0,10.04,1017,87,31.5,210,20,None,0,423.055,2.23193,2159
2017,11,29,6,0,8539.0,10.42,1016,87,27.791999999999998,210,20,None,0,426.329,1.98839,2158
2017,11,29,7,0,11930.0,10.41,1015,87,24.084000000000003,220,20,None,0,430.32,2.21435,2156
2017,11,29,8,0,12417.0,10.38,1015,82,31.5,230,75,None,0,432.267,2.92727,2161
2017,11,29,9,0,9962.0,10.7,1015,76,25.92,240,75,None,0,431.725,2.78447,2160
2017,11,29,10,0,7911.0,10.98,1015,71,27.791999999999998,240,90,None,0,431.657,3.73752,2157
2017,11,29,11,0,7153.0,11.87,1015,67,24.084000000000003,240,75,None,0,427.204,3.23974,2157
2017,11,29,12,0,7650.0,13.06,1015,67,14.832,260,40,None,0,424.753,2.65435,2009
2017,11,29,13,0,7756.0,14.94,1014,59,27.791999999999998,270,20,None,0,422.681,3.24442,2158
2017,11,29,14,0,9537.0,15.62,1014,48,37.044,300,20,None,0,420.395,2.5295,2161
2017,11,29,15,0,9971.0,15.58,1014,27,42.588,300,20,None,0,420.711,1.99433,2157
2017,11,29,16,0,9782.0,13.92,1016,31,37.044,300,20,None,0,421.769,2.55251,2161
2017,11,29,17,0,10551.0,12.23,1017,35,24.084000000000003,290,20,None,0,424.763,3.43243,2157
2017,11,29,18,0,10282.0,9.73,1019,49,27.791999999999998,350,40,None,0,429.403,3.28577,2161
2017,11,29,19,0,7939.0,8.15,1021,49,24.084000000000003,330,1,None,0,429.833,3.14074,2158
2017,11,29,20,0,5543.0,7.66,1023,46,24.084000000000003,340,1,None,0,429.991,3.29876,2004
2017,11,29,21,0,4738.0,6.53,1024,49,25.92,340,20,None,0,422.839,2.11668,2161
2017,11,29,22,0,3447.0,4.18,1024,49,16.668,330,1,None,0,426.367,3.2257,2161
2017,11,29,23,0,2253.0,3.71,1025,49,20.376,310,1,None,0,425.558,1.96567,2155
2017,11,30,0,0,1137.0,3.67,1025,48,20.376,320,1,None,0,421.637,2.22565,2158
2017,11,30,1,0,536.0,2.8,1026,48,18.503999999999998,320,1,None,0,420.687,1.42512,2160
2017,11,30,2,0,424.0,2.08,1026,47,25.92,330,1,None,0,422.112,1.14364,2159
2017,11,30,3,0,559.0,1.17,1027,55,18.503999999999998,330,1,None,0,426.911,2.56548,2161
2017,11,30,4,0,1319.0,0.45,1026,55,12.96,350,1,None,0,431.294,2.47688,2006
2017,11,30,5,0,4206.0,-0.94,1027,59,9.251999999999999,330,1,None,0,439.482,4.62299,2160
2017,11,30,6,0,8415.0,-1.32,1027,69,11.124,330,1,None,0,450.059,7.69626,2156
2017,11,30,7,0,12027.0,-1.77,1027,69,7.416,350,1,None,0,449.641,5.3337,2158
2017,11,30,8,0,12152.0,-1.75,1028,64,18.503999999999998,290,20,None,0,448.826,2.83676,2160
2017,11,30,9,0,9933.0,-0.85,1028,64,11.124,310,40,None,0,456.884,3.15923,2158
2017,11,30,10,0,8255.0,1.2,1028,55,12.96,300,40,None,0,454.564,5.85575,2160
2017,11,30,11,0,7569.0,3.52,1027,56,5.328,162,40,None,0,433.729,5.09176,2160
2017,11,30,12,0,7376.0,4.29,1026,60,7.416,180,75,None,0,430.996,4.30214,2008
2017,11,30,13,0,7104.0,5.67,1025,60,9.251999999999999,120,75,None,0,426.959,3.64728,2159
2017,11,30,14,0,8815.0,6.55,1024,56,9.251999999999999,120,90,None,0,427.422,4.84338,2161
2017,11,30,15,0,10580.0,7.3,1023,66,11.124,170,90,None,0,431.199,4.78466,2161
2017,11,30,16,0,10773.0,7.36,1023,61,20.376,200,90,None,0,435.758,5.72916,2160
2017,11,30,17,0,11591.0,7.34,1021,66,12.96,190,90,None,0,440.296,5.20054,2156
2017,11,30,18,0,10414.0,6.82,1021,70,11.124,180,90,None,0,440.758,4.24444,2160
2017,11,30,19,0,8556.0,6.11,1020,70,14.832,150,90,None,0,440.866,4.50878,2154
2017,11,30,20,0,6280.0,6.08,1020,70,9.251999999999999,170,90,None,0,440.565,4.5682,2008
2017,11,30,21,0,5528.0,6.31,1019,76,14.832,160,90,None,0,440.62,2.66121,2160
2017,11,30,22,0,4417.0,6.78,1019,76,12.96,160,75,None,0,436.068,2.62033,2159
2017,11,30,23,0,2943.0,7.04,1018,76,16.668,160,90,None,0,436.767,4.59839,2156
2017,12,1,0,0,1489.0,7.09,1018,78,11.16,190,90,None,0,432.266,2.51679,2161
2017,12,1,1,0,773.0,6.89,1017,81,12.96,170,90,None,0,437.042,3.81925,2160
2017,12,1,2,0,637.0,7.12,1016,87,11.124,160,90,None,0,434.309,3.25374,2159
2017,12,1,3,0,587.0,7.15,1016,87,11.124,150,90,rain,3.3000000000000003,435.36,2.5124,2160
2017,12,1,4,0,1338.0,6.87,1016,100,9.251999999999999,140,90,rain,4.3,437.895,6.24628,2007
2017,12,1,5,0,4020.0,7.13,1016,93,5.5440000000000005,230,90,rain,2.0,441.689,3.90222,2162
2017,12,1,6,0,7973.0,7.41,1016,93,11.124,240,90,None,0,446.112,3.66512,2159
2017,12,1,7,0,11618.0,7.48,1017,93,12.96,270,90,None,0,451.107,3.70998,2157
2017,12,1,8,0,12014.0,6.84,1017,93,14.832,280,75,None,0,442.638,3.62194,2159
2017,12,1,9,0,9728.0,7.15,1018,87,16.668,290,75,None,0,436.624,5.36694,2158
2017,12,1,10,0,7928.0,7.82,1019,76,16.668,310,75,None,0,422.752,2.12729,2161
2017,12,1,11,0,7906.0,9.2,1019,66,16.668,300,20,None,0,422.671,2.54926,2161
2017,12,1,12,0,8284.0,10.05,1019,57,20.376,310,20,None,0,421.757,1.77997,2011
2017,12,1,13,0,8779.0,9.85,1019,53,24.084000000000003,330,40,None,0,422.11,2.52649,2162
2017,12,1,14,0,10572.0,10.15,1019,53,24.084000000000003,330,75,None,0,423.426,2.75808,2152
2017,12,1,15,0,10770.0,9.69,1020,46,18.503999999999998,310,40,None,0,425.853,3.50441,2161
2017,12,1,16,0,10466.0,9.25,1020,46,27.791999999999998,330,75,None,0,430.206,4.34349,2159
2017,12,1,17,0,11415.0,8.67,1021,49,16.668,340,75,None,0,426.334,3.02947,2161
2017,12,1,18,0,9649.0,8.04,1022,53,20.376,340,75,None,0,428.624,3.42623,2158
2017,12,1,19,0,8111.0,7.6,1022,49,18.503999999999998,350,75,None,0,430.118,2.53854,2156
2017,12,1,20,0,6011.0,6.99,1023,53,12.96,340,75,None,0,430.39,2.03968,2008
2017,12,1,21,0,5332.0,5.83,1024,56,11.124,360,20,None,0,429.577,1.7927,2161
2017,12,1,22,0,4820.0,4.55,1024,52,16.668,330,20,None,0,432.174,3.2525,2160
2017,12,1,23,0,3381.0,3.7,1025,60,20.376,330,20,None,0,434.525,2.62382,2154
2017,12,2,0,0,,3.46,1025,60,18.503999999999998,330,20,None,0,433.509,2.30126,2155
2017,12,2,1,0,,2.68,1025,65,18.503999999999998,330,20,None,0,429.079,1.5809,2157
2017,12,2,2,0,,1.37,1025,60,20.376,320,20,None,0,429.786,2.22776,2161
2017,12,2,3,0,,0.78,1025,64,14.832,330,1,None,0,431.479,3.30351,2159
2017,12,2,4,0,,0.44,1025,64,14.832,320,1,None,0,436.789,2.36944,2008
2017,12,2,5,0,,-0.22,1025,64,9.251999999999999,340,1,None,0,445.112,3.54133,2156
2017,12,2,6,0,,-0.53,1025,69,12.96,330,1,None,0,444.589,3.20923,2160
2017,12,2,7,0,,-0.6,1026,64,14.832,310,20,None,0,450.478,3.10146,2159
2017,12,2,8,0,,-0.83,1026,69,12.96,310,20,None,0,446.963,3.95292,2159
2017,12,2,9,0,,0.08,1027,64,12.96,320,75,None,0,440.703,2.0049,2159
2017,12,2,10,0,,2.17,1026,60,11.124,350,40,None,0,443.268,1.97556,2161
2017,12,2,11,0,,3.84,1026,65,5.5440000000000005,350,90,None,0,441.685,2.00728,2155
2017,12,2,12,0,,5.25,1026,65,3.8880000000000003,27,90,None,0,440.133,2.63041,2006
2017,12,2,13,0,,5.64,1025,65,1.9440000000000002,49,90,None,0,437.501,2.65815,2159
2017,12,2,14,0,,6.42,1024,61,7.416,80,90,None,0,440.57,3.21338,2161
2017,12,2,15,0,,6.14,1024,61,5.5440000000000005,90,90,None,0,436.05,4.2098,2160
2017,12,2,16,0,,6.1,1024,65,0.9,80,90,None,0,432.902,2.30999,2156
2017,12,2,17,0,,5.58,1024,65,1.6560000000000001,2,90,None,0,436.943,2.20136,2161
2017,12,2,18,0,,5.41,1024,70,5.5440000000000005,10,90,None,0,439.654,3.18309,2157
2017,12,2,19,0,,3.81,1024,81,7.416,10,90,None,0,442.638,3.19665,2159
2017,12,2,20,0,,3.51,1024,81,7.416,20,90,None,0,438.886,4.24104,2007
2017,12,2,21,0,,3.48,1024,81,7.416,20,90,None,0,441.813,6.5687,2161
2017,12,2,22,0,,3.36,1024,75,5.5440000000000005,10,90,None,0,489.019,20.6636,2148
2017,12,2,23,0,,2.74,1024,75,9.251999999999999,340,75,None,0,497.372,4.70152,2155
2017,12,3,0,0,,2.98,1025,70,7.416,330,75,None,0,497.489,11.5003,2152
2017,12,3,1,0,,2.96,1024,70,7.416,340,90,None,0,512.883,15.5287,2155
2017,12,3,2,0,,2.45,1024,75,5.256,305,90,None,0,490.145,15.9108,2154
2017,12,3,3,0,,2.63,1024,65,9.251999999999999,310,90,None,0,469.726,4.90684,2157
2017,12,3,4,0,,1.22,1024,80,7.416,330,1,None,0,472.99,2.09116,2007
2017,12,3,5,0,,0.83,1023,75,11.124,320,90,None,0,479.494,4.83568,2156
2017,12,3,6,0,,0.49,1023,69,5.5440000000000005,340,40,None,0,498.815,9.27,2156
2017,12,3,7,0,,0.36,1024,69,9.251999999999999,340,40,None,0,507.758,5.99081,2154
2017,12,3,8,0,,0.03,1024,75,7.416,350,40,None,0,501.957,5.78901,2156
2017,12,3,9,0,,0.74,1024,69,5.5440000000000005,330,40,None,0,496.67,5.11317,2159
2017,12,3,10,0,,2.23,1025,65,5.5440000000000005,300,75,None,0,457.085,13.1959,2158
2017,12,3,11,0,,3.69,1025,65,7.416,360,75,None,0,431.128,5.12268,2160
2017,12,3,12,0,,5.31,1024,52,11.124,30,75,None,0,429.924,3.48271,2010
2017,12,3,13,0,,6.03,1023,52,7.416,50,75,None,0,429.739,2.4804,2160
2017,12,3,14,0,,6.26,1023,56,9.251999999999999,50,75,None,0,430.537,2.74068,2159
2017,12,3,15,0,,6.26,1023,52,9.251999999999999,310,75,None,0,431.188,2.5537,2158
2017,12,3,16,0,,6.04,1023,52,11.124,350,90,None,0,434.064,2.93928,2161
2017,12,3,17,0,,5.65,1023,52,9.251999999999999,360,90,None,0,438.574,2.80925,2158
2017,12,3,18,0,,4.72,1023,60,9.251999999999999,20,90,None,0,439.206,4.95252,2161
2017,12,3,19,0,,4.46,1024,65,9.251999999999999,20,90,None,0,442.808,3.81154,2159
2017,12,3,20,0,,4.21,1025,65,9.251999999999999,20,90,None,0,444.419,3.69053,2008
2017,12,3,21,0,,4.15,1025,65,9.251999999999999,20,90,None,0,435.752,5.57058,2157
2017,12,3,22,0,,3.86,1025,65,5.5440000000000005,20,90,None,0,445.015,7.0718,2161
2017,12,3,23,0,,3.6,1025,70,5.5440000000000005,360,90,None,0,456.399,8.87672,2150
2017,12,4,0,0,1285.0,4.13,1026,60,7.416,340,75,None,0,451.109,4.40151,2160
2017,12,4,1,0,584.0,3.63,1026,70,7.416,360,90,None,0,462.04,3.01136,2159
2017,12,4,2,0,493.0,3.48,1027,65,7.416,330,90,None,0,447.333,4.07965,2153
2017,12,4,3,0,543.0,2.54,1027,75,11.124,10,75,None,0,442.803,3.74661,2160
2017,12,4,4,0,1598.0,2.14,1027,75,9.251999999999999,360,40,None,0,451.353,3.28772,2006
2017,12,4,5,0,4806.0,1.58,1028,78,11.16,340,75,None,0,454.691,4.04887,2153
2017,12,4,6,0,8590.0,0.67,1028,86,12.96,360,40,None,0,478.614,3.55184,2156
2017,12,4,7,0,11964.0,0.24,1029,80,11.124,340,40,None,0,476.881,3.9385,2159
2017,12,4,8,0,12275.0,-0.04,1030,86,12.96,350,20,None,0,467.441,5.36054,2161
2017,12,4,9,0,9461.0,1.04,1031,80,11.124,320,20,None,0,463.343,2.35651,2159
2017,12,4,10,0,7211.0,3.59,1032,75,7.416,330,20,None,0,454.565,9.61269,2160
2017,12,4,11,0,6869.0,5.57,1032,70,7.416,350,20,None,0,435.957,4.00813,2160
2017,12,4,12,0,6815.0,6.69,1032,70,11.124,30,20,None,0,436.636,3.02942,2006
2017,12,4,13,0,7279.0,6.92,1031,65,11.124,80,20,None,0,434.821,3.13728,2157
2017,12,4,14,0,8781.0,6.83,1031,65,14.832,80,20,None,0,434.858,3.68866,2158
2017,12,4,15,0,9650.0,6.92,1031,65,12.96,80,20,None,0,431.072,4.1403,2160
2017,12,4,16,0,9939.0,6.65,1031,70,16.668,90,20,None,0,429.086,4.57388,2161
2017,12,4,17,0,11140.0,4.23,1032,75,9.251999999999999,90,20,None,0,435.091,6.57865,2156
2017,12,4,18,0,9772.0,3.54,1032,75,14.832,90,20,None,0,435.986,5.69764,2157
2017,12,4,19,0,7090.0,2.52,1032,81,11.124,90,20,None,0,436.275,5.75423,2156
2017,12,4,20,0,5244.0,1.97,1032,87,12.96,100,20,None,0,440.84,7.83408,2012
2017,12,4,21,0,4058.0,2.06,1032,81,14.832,100,20,None,0,455.352,5.12756,2157
2017,12,4,22,0,3427.0,1.49,1032,81,14.832,100,40,None,0,457.173,5.76984,2161
2017,12,4,23,0,1631.0,1.99,1033,81,12.96,170,75,None,0,451.817,6.051,2157
2017,12,5,0,0,813.0,1.99,1033,87,7.416,200,90,None,0,442.645,4.52535,2163
2017,12,5,1,0,472.0,1.96,1032,87,9.251999999999999,120,90,None,0,436.356,2.54748,2158
2017,12,5,2,0,387.0,2.35,1032,87,11.124,160,90,None,0,430.764,2.62604,2163
2017,12,5,3,0,492.0,2.25,1031,87,9.251999999999999,160,90,None,0,429.583,2.29175,2161
2017,12,5,4,0,1304.0,2.59,1031,87,14.832,180,90,None,0,429.758,1.91109,2010
2017,12,5,5,0,4411.0,3.45,1031,81,20.376,160,90,None,0,432.543,3.48118,2158
2017,12,5,6,0,8381.0,3.5,1030,81,20.376,140,20,None,0,440.325,3.26128,2158
2017,12,5,7,0,11433.0,3.15,1030,87,18.503999999999998,160,75,None,0,443.15,3.29997,2161
2017,12,5,8,0,11253.0,4.09,1029,81,22.212,150,90,None,0,444.137,3.85719,2157
2017,12,5,9,0,10094.0,4.53,1029,81,18.503999999999998,160,90,None,0,437.826,4.18944,2163
2017,12,5,10,0,7976.0,5.64,1028,81,20.376,140,90,None,0,431.672,4.01424,2160
2017,12,5,11,0,7326.0,6.37,1027,75,25.92,130,90,None,0,427.78,3.27089,2161
2017,12,5,12,0,7289.0,7.03,1026,76,20.376,150,90,None,0,425.551,3.37061,2003
2017,12,5,13,0,7536.0,7.27,1024,76,29.628000000000004,150,90,None,0,429.262,3.89069,2161
2017,12,5,14,0,9403.0,7.47,1023,81,22.212,170,90,rain,5.0,429.321,3.61229,2163
2017,12,5,15,0,9882.0,7.52,1021,93,20.376,160,90,rain,2.0,433.039,3.57825,2161
2017,12,5,16,0,9393.0,8.11,1020,92,18.36,140,90,rain,2.0,429.832,2.4824,2158
2017,12,5,17,0,9517.0,9.37,1018,96,20.52,150,90,rain,7.0,431.787,2.91435,2161
2017,12,5,18,0,9476.0,9.57,1018,100,18.503999999999998,150,90,rain,5.0,426.93,2.73468,2157
2017,12,5,19,0,7590.0,11.43,1016,93,22.212,160,90,rain,3.0,424.337,2.96473,2159
2017,12,5,20,0,5374.0,12.59,1015,94,27.791999999999998,180,90,rain,4.0,420.069,2.3996,2002
2017,12,5,21,0,4604.0,13.29,1014,94,38.88,180,90,rain,13.3,418.319,2.11077,2155
2017,12,5,22,0,3345.0,13.64,1013,94,42.588,190,90,rain,6.0,418.182,2.19345,2154
2017,12,5,23,0,1843.0,13.99,1011,88,50.004000000000005,180,90,rain,7.333333333333333,416.671,1.7429,2157
2017,12,6,0,0,1063.0,14.32,1010,94,53.712,190,90,rain,3.0,415.428,2.64035,2153
2017,12,6,1,0,587.0,14.81,1009,94,44.46,190,90,rain,3.0,413.137,1.23222,2147
2017,12,6,2,0,427.0,14.53,1008,94,31.5,220,90,rain,15.0,415.335,0.916095,2146
2017,12,6,3,0,502.0,14.24,1008,94,27.791999999999998,200,90,rain,56.0,416.991,0.726885,2145
2017,12,6,4,0,1305.0,14.37,1008,94,16.668,210,90,rain,21.5,419.645,1.26199,1997
2017,12,6,5,0,4030.0,14.34,1007,94,20.376,220,90,rain,3.0,421.753,2.56891,2152
2017,12,6,6,0,8105.0,13.4,1007,94,22.212,220,90,None,0,422.707,2.20939,2143
2017,12,6,7,0,12094.0,12.26,1009,76,37.044,290,90,rain,1.7999999999999998,427.461,3.24181,2153
2017,12,6,8,0,12600.0,10.63,1009,76,31.5,260,90,rain,4.0,428.33,4.7371,2151
2017,12,6,9,0,9866.0,9.89,1010,66,20.376,280,90,None,0,422.55,2.73483,2152
2017,12,6,10,0,8163.0,9.14,1011,66,33.336,290,90,None,0,422.806,3.79611,2154
2017,12,6,11,0,7640.0,7.7,1012,61,31.5,280,90,None,0,424.049,4.15039,2161
2017,12,6,12,0,7755.0,6.59,1012,57,18.503999999999998,290,75,None,0,423.148,3.24463,2008
2017,12,6,13,0,7949.0,5.99,1011,49,20.376,280,75,None,0,423.718,4.19196,2161
2017,12,6,14,0,9484.0,6.98,1011,49,18.503999999999998,250,75,None,0,422.4,3.7072,2155
2017,12,6,15,0,10289.0,7.35,1011,42,22.212,260,75,None,0,423.273,4.36642,2156
2017,12,6,16,0,10483.0,7.24,1011,42,18.503999999999998,270,1,None,0,435.459,4.90001,2158
2017,12,6,17,0,11368.0,6.16,1012,42,20.376,240,40,None,0,442.105,7.41602,2158
2017,12,6,18,0,10595.0,5.11,1012,42,20.376,240,40,None,0,436.595,4.17473,2149
2017,12,6,19,0,8146.0,4.6,1012,45,22.212,250,20,None,0,435.698,3.55331,2159
2017,12,6,20,0,6190.0,4.58,1013,45,14.832,260,75,None,0,440.69,4.25151,2004
2017,12,6,21,0,5225.0,3.94,1013,52,12.96,260,75,None,0,444.138,4.26983,2154
2017,12,6,22,0,4418.0,2.86,1013,60,16.668,220,75,None,0,443.619,4.44713,2154
2017,12,6,23,0,2111.0,1.99,1013,60,16.668,220,40,None,0,435.845,3.0361,2157
2017,12,7,0,0,1271.0,1.52,1013,64,14.832,230,40,None,0,432.491,1.66095,2159
2017,12,7,1,0,640.0,1.52,1013,60,18.503999999999998,220,40,None,0,434.03,1.82051,2156
2017,12,7,2,0,452.0,0.99,1013,55,20.376,220,1,None,0,435.549,1.14562,2159
2017,12,7,3,0,546.0,1.36,1014,59,22.212,230,1,None,0,436.489,1.63947,2148
2017,12,7,4,0,1355.0,0.39,1013,59,22.212,220,1,None,0,435.268,2.82005,2006
2017,12,7,5,0,4385.0,0.13,1013,59,20.376,220,1,None,0,439.885,3.99912,2154
2017,12,7,6,0,8548.0,-0.52,1012,59,20.376,230,20,None,0,445.723,4.46243,2157
2017,12,7,7,0,11617.0,-0.73,1013,59,18.503999999999998,240,1,None,0,452.086,5.21354,2157
2017,12,7,8,0,10909.0,-0.61,1013,55,14.832,240,20,None,0,449.659,3.96015,2146
2017,12,7,9,0,9256.0,0.76,1013,52,18.503999999999998,250,20,None,0,443.491,5.29952,2153
2017,12,7,10,0,8292.0,3.16,1014,52,18.503999999999998,260,20,None,0,433.417,5.17406,2156
2017,12,7,11,0,7927.0,4.93,1014,49,18.503999999999998,270,20,None,0,426.926,3.87421,2157
2017,12,7,12,0,7816.0,6.3,1013,42,18.503999999999998,280,20,None,0,424.548,4.15725,2011
2017,12,7,13,0,8430.0,6.96,1013,39,24.084000000000003,290,20,None,0,426.272,3.56642,2158
2017,12,7,14,0,10056.0,7.34,1012,36,14.832,260,20,None,0,427.258,4.31834,2156
2017,12,7,15,0,10889.0,7.01,1012,36,20.376,290,40,None,0,432.743,5.37753,2160
2017,12,7,16,0,9834.0,6.6,1012,33,20.376,260,20,None,0,435.958,5.30143,2160
2017,12,7,17,0,10060.0,5.67,1012,39,12.96,280,40,None,0,442.51,5.8021,2156
2017,12,7,18,0,9630.0,3.77,1012,42,14.832,300,75,None,0,438.574,4.64294,2156
2017,12,7,19,0,9511.0,4.01,1012,42,11.124,300,75,None,0,448.699,12.4945,2150
2017,12,7,20,0,6699.0,3.94,1013,42,9.251999999999999,290,90,None,0,452.792,7.38326,2006
2017,12,7,21,0,5682.0,3.28,1013,52,11.124,230,90,None,0,435.75,2.7983,2157
2017,12,7,22,0,4613.0,3.3,1013,48,20.376,230,90,None,0,431.424,2.43632,2158
2017,12,7,23,0,2876.0,2.93,1013,41,22.212,240,40,None,0,431.768,2.39561,2157
2017,12,8,0,0,1638.0,2.6,1014,44,25.92,240,40,None,0,430.782,3.47826,2159
2017,12,8,1,0,946.0,2.53,1015,44,25.92,240,1,None,0,433.178,2.4991,2153
2017,12,8,2,0,646.0,2.02,1015,51,18.503999999999998,240,1,None,0,433.909,2.03791,2156
2017,12,8,3,0,695.0,-0.18,1015,55,18.503999999999998,230,1,None,0,432.554,2.48495,2156
2017,12,8,4,0,1406.0,0.1,1016,55,16.668,240,1,None,0,439.819,3.95066,2008
2017,12,8,5,0,3994.0,-0.74,1016,59,18.503999999999998,220,1,None,0,443.28,6.06634,2159
2017,12,8,6,0,8028.0,-1.3,1016,59,14.832,250,1,None,0,450.118,4.9923,2159
2017,12,8,7,0,11210.0,-1.71,1017,59,14.832,230,20,None,0,454.013,5.98951,2160
2017,12,8,8,0,12094.0,-1.82,1017,64,22.212,230,20,None,0,450.689,5.18024,2158
2017,12,8,9,0,9125.0,-1.4,1017,59,14.832,250,40,None,0,444.757,5.18322,2157
2017,12,8,10,0,7993.0,1.43,1018,51,16.668,270,75,None,0,433.651,4.21613,2154
2017,12,8,11,0,8007.0,2.71,1018,48,18.503999999999998,270,90,None,0,427.084,3.77965,2158
2017,12,8,12,0,8528.0,2.72,1017,48,12.96,270,90,None,0,427.688,3.92375,2012
2017,12,8,13,0,8960.0,3.22,1016,41,12.96,260,75,None,0,425.061,3.79249,2159
2017,12,8,14,0,10631.0,3.96,1016,38,16.668,270,90,None,0,428.483,4.59883,2158
2017,12,8,15,0,10591.0,3.48,1016,41,20.376,240,90,None,0,431.654,4.4762,2157
2017,12,8,16,0,10320.0,3.26,1016,44,16.668,240,90,None,0,439.031,5.31459,2161
2017,12,8,17,0,11558.0,3.1,1016,44,18.503999999999998,220,90,None,0,441.839,4.91332,2156
2017,12,8,18,0,10593.0,2.74,1016,44,14.832,220,90,None,0,441.795,4.58997,2159
2017,12,8,19,0,8333.0,2.42,1016,44,11.124,210,90,None,0,443.229,4.75636,2160
2017,12,8,20,0,6284.0,2.48,1016,44,16.668,230,90,None,0,440.407,4.89494,2002
2017,12,8,21,0,5804.0,2.18,1015,44,12.96,230,90,None,0,440.845,5.8502,2159
2017,12,8,22,0,5821.0,2.01,1015,48,11.124,220,90,None,0,449.095,4.66491,2159
2017,12,8,23,0,4705.0,1.86,1014,44,9.251999999999999,0,90,None,0,445.941,4.17064,2155
